2019/05/07 00:01:05,2019/05/07 00:07:08,363,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,346,Bank St & Hudson St,40.73652889,-74.00618026,29082,Subscriber,1992,1,30979
2019/05/07 00:02:45,2019/05/07 00:11:11,505,3419,Douglass St & 4 Ave,40.6792788,-73.98154004,3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,18147,Subscriber,1989,1,30980
2019/05/07 00:03:05,2019/05/07 00:11:27,502,346,Bank St & Hudson St,40.73652889,-74.00618026,523,W 38 St & 8 Ave,40.75466591,-73.99138152,26403,Subscriber,1980,1,30981
2019/05/07 00:03:47,2019/05/07 00:12:15,507,3440,Fulton St & Adams St,40.692418292578466,-73.98949474096298,3386,1 Pl & Clinton St,40.6809591,-73.99905709,33074,Customer,1978,1,30982
2019/05/07 00:04:06,2019/05/07 00:13:27,560,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,33188,Subscriber,1996,1,30983
2019/05/07 00:04:56,2019/05/07 00:18:22,805,531,Forsyth St & Broome St,40.71893904,-73.99266288,410,Suffolk St & Stanton St,40.72066442,-73.98517977,19736,Subscriber,1988,1,30984
2019/05/07 00:05:00,2019/05/07 00:24:13,1153,339,Avenue D & E 12 St,40.72580614,-73.97422494,3472,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,30926,Subscriber,1991,2,30985
2019/05/07 00:05:53,2019/05/07 00:10:54,300,445,E 10 St & Avenue A,40.72740794,-73.98142006,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,30012,Subscriber,1983,1,30986
2019/05/07 00:07:44,2019/05/07 00:13:17,333,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,173,Broadway & W 49 St,40.76068327096592,-73.9845272898674,14720,Subscriber,1988,1,30987
2019/05/07 00:09:45,2019/05/07 00:23:41,836,268,Howard St & Centre St,40.71910537,-73.99973337,2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,21709,Subscriber,1983,1,30988
