2019/06/05 00:02:14,2019/06/05 00:08:40,385,3142,1 Ave & E 62 St,40.7612274,-73.96094022,3140,1 Ave & E 78 St,40.77140426,-73.9535166,34414,Subscriber,1969,1,207261
2019/06/05 00:05:39,2019/06/05 00:06:53,74,346,Bank St & Hudson St,40.73652889,-74.00618026,346,Bank St & Hudson St,40.73652889,-74.00618026,15152,Customer,1969,0,207262
2019/06/05 00:07:17,2019/06/05 00:11:18,240,3427,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016,410,Suffolk St & Stanton St,40.72066442,-73.98517977,27636,Subscriber,1986,1,207263
2019/06/05 00:07:56,2019/06/05 00:20:41,765,469,Broadway & W 53 St,40.76344058,-73.98268129,3140,1 Ave & E 78 St,40.77140426,-73.9535166,16106,Subscriber,1990,1,207264
2019/06/05 00:08:00,2019/06/05 00:20:00,720,3365,3 St & 7 Ave,40.6703837,-73.97839676,3368,5 Ave & 3 St,40.6728155,-73.98352355,33251,Subscriber,1967,2,207265
2019/06/05 00:08:22,2019/06/05 00:22:35,853,257,Lispenard St & Broadway,40.71939226,-74.00247214,379,W 31 St & 7 Ave,40.749156,-73.9916,29141,Subscriber,1980,1,207266
2019/06/05 00:08:23,2019/06/05 00:22:00,816,412,Forsyth St & Canal St,40.7158155,-73.99422366,326,E 11 St & 1 Ave,40.72953837,-73.98426726,25619,Subscriber,1986,1,207267
2019/06/05 00:08:37,2019/06/05 00:31:18,1361,330,Reade St & Broadway,40.71450451,-74.00562789,410,Suffolk St & Stanton St,40.72066442,-73.98517977,27438,Customer,1996,1,207268
2019/06/05 00:10:39,2019/06/05 00:31:45,1265,346,Bank St & Hudson St,40.73652889,-74.00618026,423,W 54 St & 9 Ave,40.76584941,-73.98690506,21018,Customer,1969,0,207269
2019/06/05 00:10:57,2019/06/05 00:18:54,477,297,E 15 St & 3 Ave,40.734232,-73.986923,346,Bank St & Hudson St,40.73652889,-74.00618026,33976,Subscriber,1964,1,207270
2019/06/05 00:11:03,2019/06/05 00:15:28,265,410,Suffolk St & Stanton St,40.72066442,-73.98517977,342,Columbia St & Rivington St,40.71739973,-73.98016555,32764,Subscriber,1958,2,207271
2019/06/05 00:11:08,2019/06/05 00:17:52,404,410,Suffolk St & Stanton St,40.72066442,-73.98517977,291,Madison St & Montgomery St,40.713126,-73.984844,32959,Subscriber,2001,1,207272
2019/06/05 00:11:51,2019/06/05 00:48:03,2172,3366,West End Ave & W 107 St,40.8021174,-73.9681805305,268,Howard St & Centre St,40.71910537,-73.99973337,28506,Subscriber,1988,1,207273
2019/06/05 00:13:49,2019/06/05 00:18:38,288,268,Howard St & Centre St,40.71910537,-73.99973337,311,Norfolk St & Broome St,40.7172274,-73.98802084,27675,Subscriber,1971,1,207274
2019/06/05 00:15:07,2019/06/05 00:21:57,409,410,Suffolk St & Stanton St,40.72066442,-73.98517977,349,Rivington St & Ridge St,40.71850211,-73.98329859,32373,Subscriber,1982,1,207275
2019/06/05 00:15:36,2019/06/05 00:19:08,211,515,W 43 St & 10 Ave,40.76009437,-73.99461843,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,25417,Subscriber,1967,1,207276
2019/06/05 00:16:00,2019/06/05 00:23:16,435,3112,Milton St & Franklin St,40.72906,-73.95779,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,32235,Subscriber,1990,2,207277
2019/06/05 00:18:25,2019/06/05 00:20:50,145,477,W 41 St & 8 Ave,40.75640548,-73.9900262,515,W 43 St & 10 Ave,40.76009437,-73.99461843,27965,Subscriber,1983,1,207278
2019/06/05 00:19:07,2019/06/05 00:27:02,475,410,Suffolk St & Stanton St,40.72066442,-73.98517977,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,32189,Subscriber,1975,1,207279
2019/06/05 00:19:42,2019/06/05 00:23:33,231,326,E 11 St & 1 Ave,40.72953837,-73.98426726,293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,29790,Subscriber,1997,2,207280
2019/06/05 00:23:43,2019/06/05 00:34:46,663,128,MacDougal St & Prince St,40.72710258,-74.00297088,268,Howard St & Centre St,40.71910537,-73.99973337,27767,Subscriber,2000,1,207281
2019/06/05 00:23:50,2019/06/05 00:30:00,369,515,W 43 St & 10 Ave,40.76009437,-73.99461843,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,25596,Subscriber,1967,1,207282
2019/06/05 00:25:39,2019/06/05 00:29:27,228,439,E 4 St & 2 Ave,40.7262807,-73.98978041,150,E 2 St & Avenue C,40.7208736,-73.98085795,28729,Subscriber,1980,1,207283
2019/06/05 00:27:18,2019/06/05 00:32:43,324,3562,Classon Ave & St Marks Ave,40.6765198,-73.9596082,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,33098,Subscriber,1974,1,207284
2019/06/05 00:28:26,2019/06/05 00:38:10,583,515,W 43 St & 10 Ave,40.76009437,-73.99461843,334,W 20 St & 7 Ave,40.74238787,-73.99726235,27519,Subscriber,1896,1,207285
2019/06/05 00:29:09,2019/06/05 00:35:45,395,403,E 2 St & 2 Ave,40.72502876,-73.99069656,268,Howard St & Centre St,40.71910537,-73.99973337,14762,Subscriber,1960,1,207286
2019/06/05 00:30:12,2019/06/05 00:41:02,649,525,W 34 St & 11 Ave,40.75594159,-74.0021163,346,Bank St & Hudson St,40.73652889,-74.00618026,17788,Subscriber,1992,1,207287
2019/06/05 00:30:40,2019/06/05 00:42:20,700,3686,Gansevoort St & Hudson St,40.739448201304036,-74.00507032871246,257,Lispenard St & Broadway,40.71939226,-74.00247214,25832,Subscriber,1962,2,207288
