2019/05/03 00:00:14,2019/05/03 00:08:38,504,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,150,E 2 St & Avenue C,40.7208736,-73.98085795,33858,Subscriber,1968,1,12102
2019/05/03 00:02:42,2019/05/03 00:05:07,144,150,E 2 St & Avenue C,40.7208736,-73.98085795,3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,25044,Subscriber,1997,2,12103
2019/05/03 00:03:21,2019/05/03 00:19:03,941,515,W 43 St & 10 Ave,40.76009437,-73.99461843,3707,Lexington Ave & E 26 St,40.741459,-73.983293,35228,Subscriber,1977,2,12104
2019/05/03 00:04:37,2019/05/03 00:33:31,1733,150,E 2 St & Avenue C,40.7208736,-73.98085795,415,Pearl St & Hanover Square,40.7047177,-74.00926027,30357,Subscriber,1986,1,12105
2019/05/03 00:04:38,2019/05/03 00:11:44,425,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,326,E 11 St & 1 Ave,40.72953837,-73.98426726,17282,Subscriber,1997,1,12106
2019/05/03 00:05:03,2019/05/03 00:11:30,387,239,Willoughby St & Fleet St,40.69196566,-73.9813018,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,34385,Subscriber,1992,2,12107
2019/05/03 00:06:56,2019/05/03 00:13:45,409,268,Howard St & Centre St,40.71910537,-73.99973337,403,E 2 St & 2 Ave,40.72502876,-73.99069656,31969,Subscriber,1986,1,12108
2019/05/03 00:09:17,2019/05/03 00:13:54,276,3416,7 Ave & Park Pl,40.6776147,-73.97324283,3365,3 St & 7 Ave,40.6703837,-73.97839676,34238,Subscriber,1968,1,12109
2019/05/03 00:09:31,2019/05/03 00:16:23,412,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,150,E 2 St & Avenue C,40.7208736,-73.98085795,30222,Subscriber,1984,1,12110
2019/05/03 00:11:51,2019/05/03 00:20:31,519,2012,E 27 St & 1 Ave,40.739445,-73.976806,326,E 11 St & 1 Ave,40.72953837,-73.98426726,35106,Subscriber,1986,1,12111
2019/05/03 00:11:51,2019/05/03 00:25:40,829,257,Lispenard St & Broadway,40.71939226,-74.00247214,379,W 31 St & 7 Ave,40.749156,-73.9916,30302,Subscriber,1980,1,12112
2019/05/03 00:12:23,2019/05/03 00:29:02,999,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,361,Allen St & Hester St,40.71605866,-73.99190759,27152,Subscriber,1987,1,12113
2019/05/03 00:12:40,2019/05/03 00:15:16,155,3673,Dean St & Franklin Ave,40.67759206937376,-73.955637216568,3562,Classon Ave & St Marks Ave,40.6765198,-73.9596082,31438,Subscriber,1976,1,12114
2019/05/03 00:12:51,2019/05/03 00:16:41,229,487,E 20 St & FDR Drive,40.73314259,-73.97573881,545,E 23 St & 1 Ave,40.736502,-73.97809472,26858,Subscriber,1971,1,12115
2019/05/03 00:14:49,2019/05/03 00:23:33,523,326,E 11 St & 1 Ave,40.72953837,-73.98426726,301,E 2 St & Avenue B,40.72217444,-73.98368779,32928,Subscriber,1983,2,12116
